Loss,AUC_train,AUPR_train,AUC_val,AUPR_val
1.0900982125052094,0.8004753709128842,0.038023951132580246,0.7317967029278222,0.032395977226346455
0.9811663278217976,0.8389317733563886,0.04375665915323341,0.7358661746718781,0.035642543994568864
0.9476928398526946,0.8412650256572146,0.04599969856343309,0.7374595700903576,0.03849525684789816
0.9356855108820159,0.8417007777449013,0.04640997059577024,0.7442281420379664,0.041738005393845076
0.9079736890463994,0.8482181052840146,0.05052651239380264,0.7334754997427382,0.04256504095092501
0.8883761319620855,0.8546202012544818,0.05432089909516913,0.7519052057193407,0.04121245657862983
0.8854086555283649,0.8561093605391398,0.06039136106693467,0.73873618345038,0.0417130476251819
0.8506990724596485,0.8628924082746771,0.06054472246424543,0.7510138859426622,0.048698328637118926
0.8533021622690657,0.8651821220997115,0.062100212632182586,0.7454809191700817,0.04435664342136579
0.8108323389086227,0.8833621106544924,0.07725243924820427,0.7620436067569641,0.044813807013798126
0.7678423974020725,0.8981593655145885,0.08569219904427602,0.7770480890961529,0.056682622126426684
0.7256603697250629,0.9085223937864871,0.09411427855343002,0.7813954150945099,0.062283552590038385
0.7074187079380301,0.9110876423314874,0.10553746828724829,0.7830310880829017,0.056318001489547756
0.6948023759085556,0.9169842903395613,0.09713764854418469,0.7871432605251756,0.05249967788430708
0.6936420471503814,0.9157364117239697,0.1031135528006824,0.790492532631655,0.06426512586667929
0.6628063906883371,0.9231451562312899,0.10976524612024989,0.7996183523722266,0.06622199979637976
0.6548559334771387,0.9261086480547722,0.11413572731578767,0.7976031332933149,0.07160424146076477
0.6328847040390144,0.9311680321216025,0.12829971835403756,0.8055852019619614,0.07398491373502201
0.6316178757568889,0.9320044310088265,0.13633875350853225,0.801842350009478,0.08197387091265135
0.6249672965756782,0.9334708554402068,0.1363550650434671,0.8053923612364824,0.08183249324483748
0.6066053213744328,0.9364946877076678,0.1344117462188023,0.8093274544826777,0.07805750221798419
0.5852358725564235,0.9412260513087981,0.14960257508142277,0.8109400317176979,0.07011675702936876
0.5802411128734721,0.9425392772305079,0.1486509148337981,0.8055539257280063,0.0818944003086399
0.5824049994863313,0.9420251167338815,0.14797047792315743,0.8115390756169774,0.08257748567438898
0.5570897044806644,0.9470545585448428,0.1507681135939259,0.8120754612662707,0.09770911600700842
0.5611385400952961,0.9469902428414906,0.17580369869580276,0.81040519753886,0.09178449562567983
0.5441277838986496,0.9489663516253001,0.16606431465871418,0.8137989333781662,0.0900630065005516
0.5389686117912161,0.9506332391297443,0.17711778038795956,0.8124228496055316,0.0910075581285413
0.5279814833197102,0.9521404855562855,0.17122396969358272,0.8223324440116626,0.11566213144642998
0.5230474772124456,0.952989743185021,0.18583161844698598,0.8156796329164486,0.08951952476434323
0.5084281362336256,0.9551932972831059,0.18137296302550937,0.8242766480565434,0.10907717690034394
0.5015509940426923,0.9560949774890639,0.19411289622774092,0.8097928956193243,0.1014936046452518
0.510120714532918,0.9549533187650787,0.1805128556396251,0.815605973330505,0.08880101458300299
0.5046553969383241,0.9563364671181787,0.19096207409729407,0.8287892409191023,0.09552810170149834
0.5075840191594485,0.9557765003793395,0.18590810487929826,0.8213687692946507,0.08955990170479824
0.4865288325424852,0.9587453915510985,0.20024530703097182,0.8273290603956419,0.10107145542860375
0.4893336413235502,0.9588344481241943,0.20270311579022365,0.8229467205299598,0.10166135593114353
0.4875155905197406,0.9588560787885841,0.20682607519957627,0.8310067858496867,0.13362059513819552
0.47505769626847627,0.9613469419554737,0.22158293656038136,0.8326830791554585,0.12026208079262167
0.48168978896634324,0.9600859384492559,0.21589928404286757,0.8265119996366738,0.1068446873303906
0.4659239030089873,0.9623679208470054,0.22307515989418292,0.8274264856881082,0.12560006371112725
0.4632399748111594,0.9627439828524306,0.23099667291564144,0.8305273814789407,0.11932746831538389
0.4554411674367971,0.9638669957413503,0.22378331077139482,0.8287845865077358,0.11002755212342304
0.4563780365319089,0.9639717859063089,0.24204958345520364,0.8306370774922821,0.12096781448154689
0.43756152473647025,0.9666192547314493,0.24062921853043362,0.8299733654835624,0.11353641356080901
0.45988477972047087,0.9635765610701359,0.223514192664517,0.8367209925800221,0.11114437731666649
0.4430879121196679,0.9657338030227324,0.24132869097324985,0.833578771257966,0.12469488158765762
0.45160452281606617,0.9649500818639483,0.2282752612249474,0.8357799552273835,0.12195542052213426
0.4417277395725248,0.9662731333070967,0.24880118786372488,0.8277837470211767,0.10978682374617518
0.4422000053627739,0.9666969174829525,0.24050492859180883,0.833734129867668,0.10270919765807286
0.41309315860271456,0.970305670718204,0.2707427589076667,0.8391373020323697,0.12346569969391333
0.420872341867151,0.969424132061343,0.27524488291335764,0.8346189264162951,0.134546179770716
0.42911849011634956,0.9683508516639687,0.26572586681903126,0.8423285709772345,0.14887183108392937
0.4148871989085758,0.9701766389880386,0.265280083131919,0.8400374722427831,0.13139058679569166
0.42177438263235423,0.9696802664904891,0.2692726446987047,0.8431686217074976,0.12892414944967714
0.4140740635066197,0.9702869918894467,0.2601911427404767,0.8336413942472602,0.13300506008446264
0.42509790885037396,0.9691404720948593,0.25631773667865393,0.84181799615461,0.1412155349784702
0.40509653142813973,0.9714857275007875,0.266484294432971,0.8388564506192342,0.13221545179940203
0.3991316699776156,0.9718691449944302,0.26761737634398286,0.8415591121526962,0.12485436790472752
0.41045872610190837,0.970785544170239,0.2728047240365566,0.8435452764212599,0.13393823656853265
0.39838736694434596,0.9718805190198077,0.267456894397373,0.8288710457249372,0.1118147542090797
0.3955823225194008,0.9725238608180025,0.2795307949019101,0.8362345713315339,0.12435261757635525
